,Operating_Airline,Origin,OriginCityName,Dest,DestCityName,DistanceGroup
1805,DL,DCA,"Washington, DC",DTW,"Detroit, MI",2
1806,UA,DFW,"Dallas/Fort Worth, TX",EWR,"Newark, NJ",6
1812,WN,MCO,"Orlando, FL",BNA,"Nashville, TN",3
1814,UA,ORD,"Chicago, IL",CLE,"Cleveland, OH",2
1815,NK,LAS,"Las Vegas, NV",OAK,"Oakland, CA",2
1818,WN,GSP,"Greer, SC",ATL,"Atlanta, GA",1
1819,YX,BOS,"Boston, MA",RDU,"Raleigh/Durham, NC",3
1823,AA,ORD,"Chicago, IL",STL,"St. Louis, MO",2
1825,DL,ATL,"Atlanta, GA",IAD,"Washington, DC",3
1829,NK,MCO,"Orlando, FL",BOS,"Boston, MA",5
1830,MQ,MCI,"Kansas City, MO",DFW,"Dallas/Fort Worth, TX",2
1833,NK,MCO,"Orlando, FL",DFW,"Dallas/Fort Worth, TX",4
1838,AS,SEA,"Seattle, WA",LAS,"Las Vegas, NV",4
1839,UA,SAN,"San Diego, CA",ORD,"Chicago, IL",7
1840,B6,JFK,"New York, NY",JAX,"Jacksonville, FL",4
1843,WN,ATL,"Atlanta, GA",RSW,"Fort Myers, FL",3
1844,YX,PIT,"Pittsburgh, PA",EWR,"Newark, NJ",2
1845,OO,ORD,"Chicago, IL",MSP,"Minneapolis, MN",2
1846,YX,LGA,"New York, NY",RDU,"Raleigh/Durham, NC",2
1847,NK,ATL,"Atlanta, GA",LAX,"Los Angeles, CA",8
1848,WN,DEN,"Denver, CO",ORD,"Chicago, IL",4
1849,B6,PHL,"Philadelphia, PA",BOS,"Boston, MA",2
1850,WN,BNA,"Nashville, TN",PHL,"Philadelphia, PA",3
1853,WN,SMF,"Sacramento, CA",DEN,"Denver, CO",4
1854,G7,EWR,"Newark, NJ",PIT,"Pittsburgh, PA",2
1855,B6,JFK,"New York, NY",SLC,"Salt Lake City, UT",8
1858,DL,SAN,"San Diego, CA",SLC,"Salt Lake City, UT",3
1860,F9,PHL,"Philadelphia, PA",MCO,"Orlando, FL",4
1863,WN,SNA,"Santa Ana, CA",OAK,"Oakland, CA",2
1865,UA,MIA,"Miami, FL",EWR,"Newark, NJ",5
1866,UA,DSM,"Des Moines, IA",ORD,"Chicago, IL",2
1871,DL,DTW,"Detroit, MI",MCO,"Orlando, FL",4
1874,WN,STL,"St. Louis, MO",DEN,"Denver, CO",4
1875,OO,DEN,"Denver, CO",DTW,"Detroit, MI",5
1877,UA,ORD,"Chicago, IL",FLL,"Fort Lauderdale, FL",5
1881,UA,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1
1882,B6,EWR,"Newark, NJ",FLL,"Fort Lauderdale, FL",5
1883,UA,DEN,"Denver, CO",LAX,"Los Angeles, CA",4
1887,UA,EWR,"Newark, NJ",RSW,"Fort Myers, FL",5
1888,DL,JFK,"New York, NY",MCO,"Orlando, FL",4
1889,DL,ORF,"Norfolk, VA",ATL,"Atlanta, GA",3
1895,WN,JAN,"Jackson/Vicksburg, MS",ATL,"Atlanta, GA",2
1896,DL,ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL",3
1899,WN,DEN,"Denver, CO",SNA,"Santa Ana, CA",4
1906,YV,GRR,"Grand Rapids, MI",ORD,"Chicago, IL",1
1908,AA,ATL,"Atlanta, GA",LAX,"Los Angeles, CA",8
1912,B6,PHL,"Philadelphia, PA",FLL,"Fort Lauderdale, FL",4
1913,NK,MCO,"Orlando, FL",BDL,"Hartford, CT",5
1915,OO,CID,"Cedar Rapids/Iowa City, IA",ORD,"Chicago, IL",1
1917,OO,SMF,"Sacramento, CA",SAN,"San Diego, CA",2
1920,OO,GRB,"Green Bay, WI",ORD,"Chicago, IL",1
1925,WN,SEA,"Seattle, WA",PHX,"Phoenix, AZ",5
1926,DL,IND,"Indianapolis, IN",ATL,"Atlanta, GA",2
1928,WN,RDU,"Raleigh/Durham, NC",ATL,"Atlanta, GA",2
1930,DL,AUS,"Austin, TX",ATL,"Atlanta, GA",4
1931,AS,SEA,"Seattle, WA",BOI,"Boise, ID",2
1933,F9,ONT,"Ontario, CA",LAS,"Las Vegas, NV",1
1935,UA,ORD,"Chicago, IL",BNA,"Nashville, TN",2
1942,WN,DEN,"Denver, CO",SFO,"San Francisco, CA",4
1944,WN,FLL,"Fort Lauderdale, FL",SJU,"San Juan, PR",5
1949,WN,KOA,"Kona, HI",HNL,"Honolulu, HI",1
1953,OO,SEA,"Seattle, WA",PDX,"Portland, OR",1
1954,AA,PHX,"Phoenix, AZ",ONT,"Ontario, CA",2
1955,NK,ORD,"Chicago, IL",LAS,"Las Vegas, NV",7
1957,WN,MIA,"Miami, FL",DEN,"Denver, CO",7
1958,OO,CLE,"Cleveland, OH",ORD,"Chicago, IL",2
1960,HA,OGG,"Kahului, HI",LAX,"Los Angeles, CA",10
1961,DL,MSP,"Minneapolis, MN",BOS,"Boston, MA",5
1963,OO,STL,"St. Louis, MO",ORD,"Chicago, IL",2
1964,UA,ORD,"Chicago, IL",RSW,"Fort Myers, FL",5
1966,WN,LAS,"Las Vegas, NV",MDW,"Chicago, IL",7
1967,B6,FLL,"Fort Lauderdale, FL",PHL,"Philadelphia, PA",4
1968,F9,SAN,"San Diego, CA",LAS,"Las Vegas, NV",2
1969,DL,LEX,"Lexington, KY",ATL,"Atlanta, GA",2
1970,OH,ILM,"Wilmington, NC",CLT,"Charlotte, NC",1
1972,NK,ATL,"Atlanta, GA",MSY,"New Orleans, LA",2
1973,WN,DEN,"Denver, CO",LAX,"Los Angeles, CA",4
1974,MQ,ORD,"Chicago, IL",CID,"Cedar Rapids/Iowa City, IA",1
1975,QX,EUG,"Eugene, OR",SEA,"Seattle, WA",1
1976,WN,HNL,"Honolulu, HI",LAX,"Los Angeles, CA",11
1977,AA,PHL,"Philadelphia, PA",LAX,"Los Angeles, CA",10
1981,DL,BOS,"Boston, MA",DFW,"Dallas/Fort Worth, TX",7
1982,YV,DCA,"Washington, DC",IAH,"Houston, TX",5
1986,F9,DEN,"Denver, CO",MSP,"Minneapolis, MN",3
1991,WN,SFO,"San Francisco, CA",BUR,"Burbank, CA",2
1992,OO,SAN,"San Diego, CA",SJC,"San Jose, CA",2
1993,AS,SEA,"Seattle, WA",LAX,"Los Angeles, CA",4
2003,F9,DEN,"Denver, CO",MIA,"Miami, FL",7
2007,B6,ORD,"Chicago, IL",BOS,"Boston, MA",4
2008,WN,MIA,"Miami, FL",ATL,"Atlanta, GA",3
2009,9E,PIT,"Pittsburgh, PA",JFK,"New York, NY",2
2010,WN,PDX,"Portland, OR",DEN,"Denver, CO",4
2011,B6,FLL,"Fort Lauderdale, FL",LGA,"New York, NY",5
2012,MQ,BNA,"Nashville, TN",AUS,"Austin, TX",4
2013,AS,ANC,"Anchorage, AK",FAI,"Fairbanks, AK",2
2015,OO,ORD,"Chicago, IL",SLC,"Salt Lake City, UT",6
2021,WN,ATL,"Atlanta, GA",STL,"St. Louis, MO",2
2022,NK,ORD,"Chicago, IL",FLL,"Fort Lauderdale, FL",5
2037,B6,FLL,"Fort Lauderdale, FL",DCA,"Washington, DC",4
2038,UA,IAD,"Washington, DC",SFO,"San Francisco, CA",10
2041,DL,ATL,"Atlanta, GA",STL,"St. Louis, MO",2
2042,OH,CLT,"Charlotte, NC",GSO,"Greensboro/High Point, NC",1
2048,WN,AUS,"Austin, TX",DEN,"Denver, CO",4
2051,F9,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",5
2053,WN,ONT,"Ontario, CA",LAS,"Las Vegas, NV",1
2059,DL,PHX,"Phoenix, AZ",ATL,"Atlanta, GA",7
2060,WN,ORD,"Chicago, IL",TPA,"Tampa, FL",5
2063,WN,MCI,"Kansas City, MO",MDW,"Chicago, IL",2
2064,F9,BWI,"Baltimore, MD",MCO,"Orlando, FL",4
2066,AA,MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX",5
2068,OO,DEN,"Denver, CO",ICT,"Wichita, KS",2
2070,DL,ATL,"Atlanta, GA",MSP,"Minneapolis, MN",4
2071,WN,PHX,"Phoenix, AZ",ELP,"El Paso, TX",2
2073,MQ,BUF,"Buffalo, NY",ORD,"Chicago, IL",2
2074,DL,ANC,"Anchorage, AK",SEA,"Seattle, WA",6
2076,UA,IAH,"Houston, TX",DFW,"Dallas/Fort Worth, TX",1
2077,F9,LAS,"Las Vegas, NV",RNO,"Reno, NV",2
2080,WN,STL,"St. Louis, MO",CLT,"Charlotte, NC",3
2081,WN,BWI,"Baltimore, MD",ORD,"Chicago, IL",3
2082,WN,OAK,"Oakland, CA",SEA,"Seattle, WA",3
2086,F9,DEN,"Denver, CO",OMA,"Omaha, NE",2
2087,DL,PNS,"Pensacola, FL",ATL,"Atlanta, GA",2
2088,AA,CLT,"Charlotte, NC",PHL,"Philadelphia, PA",2
2089,WN,PHX,"Phoenix, AZ",BUR,"Burbank, CA",2
2090,AA,PHX,"Phoenix, AZ",PHL,"Philadelphia, PA",9
2093,OO,OAK,"Oakland, CA",SLC,"Salt Lake City, UT",3
2094,UA,IAH,"Houston, TX",EWR,"Newark, NJ",6
2095,B6,BOS,"Boston, MA",DEN,"Denver, CO",8
2096,YX,BNA,"Nashville, TN",LGA,"New York, NY",4
2097,AA,SLC,"Salt Lake City, UT",DFW,"Dallas/Fort Worth, TX",4
2101,WN,STL,"St. Louis, MO",LGA,"New York, NY",4
2105,UA,SNA,"Santa Ana, CA",SFO,"San Francisco, CA",2
2106,AA,MIA,"Miami, FL",LGA,"New York, NY",5
2107,B6,JFK,"New York, NY",BUF,"Buffalo, NY",2
2109,OH,ORF,"Norfolk, VA",CLT,"Charlotte, NC",2
2112,NK,MSY,"New Orleans, LA",IAH,"Houston, TX",2
2114,WN,MCO,"Orlando, FL",DCA,"Washington, DC",4
2115,AA,DFW,"Dallas/Fort Worth, TX",MCO,"Orlando, FL",4
2116,WN,SAN,"San Diego, CA",SMF,"Sacramento, CA",2
2117,UA,EWR,"Newark, NJ",SFO,"San Francisco, CA",11
2120,DL,DTW,"Detroit, MI",BNA,"Nashville, TN",2
2128,WN,MSY,"New Orleans, LA",MCO,"Orlando, FL",3
2130,UA,MSN,"Madison, WI",ORD,"Chicago, IL",1
2131,UA,SNA,"Santa Ana, CA",DEN,"Denver, CO",4
2132,YX,MSP,"Minneapolis, MN",EWR,"Newark, NJ",5
2138,DL,DFW,"Dallas/Fort Worth, TX",BOS,"Boston, MA",7
2139,WN,LIH,"Lihue, HI",HNL,"Honolulu, HI",1
2145,WN,LAS,"Las Vegas, NV",SNA,"Santa Ana, CA",1
2149,B6,MIA,"Miami, FL",BOS,"Boston, MA",6
2150,YV,LGB,"Long Beach, CA",PHX,"Phoenix, AZ",2
2151,AA,DFW,"Dallas/Fort Worth, TX",ELP,"El Paso, TX",3
2154,9E,LGA,"New York, NY",RDU,"Raleigh/Durham, NC",2
2158,OO,SFO,"San Francisco, CA",DFW,"Dallas/Fort Worth, TX",6
2162,B6,BOS,"Boston, MA",TPA,"Tampa, FL",5
2163,ZW,ORD,"Chicago, IL",MKE,"Milwaukee, WI",1
2164,ZW,ORD,"Chicago, IL",ATW,"Appleton, WI",1
2168,F9,DEN,"Denver, CO",PDX,"Portland, OR",4
2171,NK,SEA,"Seattle, WA",LAS,"Las Vegas, NV",4
2172,AA,FLL,"Fort Lauderdale, FL",CLT,"Charlotte, NC",3
2173,OO,SFO,"San Francisco, CA",PDX,"Portland, OR",3
2174,OO,CLT,"Charlotte, NC",ORD,"Chicago, IL",3
2176,WN,ABQ,"Albuquerque, NM",DEN,"Denver, CO",2
2183,DL,MSP,"Minneapolis, MN",LAX,"Los Angeles, CA",7
2185,DL,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",11
2186,WN,BUR,"Burbank, CA",PHX,"Phoenix, AZ",2
2188,9E,CLT,"Charlotte, NC",LGA,"New York, NY",3
2189,F9,MCO,"Orlando, FL",PHL,"Philadelphia, PA",4
2193,NK,IAH,"Houston, TX",FLL,"Fort Lauderdale, FL",4
2194,DL,ATL,"Atlanta, GA",VPS,"Valparaiso, FL",2
2195,DL,IAH,"Houston, TX",ATL,"Atlanta, GA",3
2197,B6,RDU,"Raleigh/Durham, NC",BOS,"Boston, MA",3
2204,WN,DCA,"Washington, DC",BNA,"Nashville, TN",3
2206,B6,MCO,"Orlando, FL",JFK,"New York, NY",4
2207,YX,ILM,"Wilmington, NC",CLT,"Charlotte, NC",1
2210,NK,MCO,"Orlando, FL",RDU,"Raleigh/Durham, NC",3
2223,DL,LGA,"New York, NY",RDU,"Raleigh/Durham, NC",2
2225,DL,DCA,"Washington, DC",MSP,"Minneapolis, MN",4
2228,AS,PDX,"Portland, OR",SFO,"San Francisco, CA",3
2229,DL,FLL,"Fort Lauderdale, FL",JFK,"New York, NY",5
2230,DL,SEA,"Seattle, WA",ORD,"Chicago, IL",7
2231,9E,RDU,"Raleigh/Durham, NC",EWR,"Newark, NJ",2
2232,OH,PHL,"Philadelphia, PA",DTW,"Detroit, MI",2
2235,WN,DAL,"Dallas, TX",SAT,"San Antonio, TX",1
2236,DL,BOS,"Boston, MA",ORD,"Chicago, IL",4
2237,B6,LAX,"Los Angeles, CA",SFO,"San Francisco, CA",2
2241,MQ,CRP,"Corpus Christi, TX",DFW,"Dallas/Fort Worth, TX",2
2243,UA,ORD,"Chicago, IL",EWR,"Newark, NJ",3
2245,UA,DEN,"Denver, CO",ATL,"Atlanta, GA",5
2246,DL,HNL,"Honolulu, HI",LAX,"Los Angeles, CA",11
2249,ZW,DSM,"Des Moines, IA",ORD,"Chicago, IL",2
2252,B6,JFK,"New York, NY",AUS,"Austin, TX",7
2253,AA,DCA,"Washington, DC",MCO,"Orlando, FL",4
2255,9E,LEX,"Lexington, KY",ATL,"Atlanta, GA",2
2256,AA,DFW,"Dallas/Fort Worth, TX",LAX,"Los Angeles, CA",5
2258,AA,SFO,"San Francisco, CA",ORD,"Chicago, IL",8
2259,F9,PHX,"Phoenix, AZ",ORD,"Chicago, IL",6
2261,OO,DTW,"Detroit, MI",PHL,"Philadelphia, PA",2
2262,F9,DEN,"Denver, CO",BWI,"Baltimore, MD",6
2264,NK,LAS,"Las Vegas, NV",EWR,"Newark, NJ",9
2273,AS,IAD,"Washington, DC",LAX,"Los Angeles, CA",10
2275,UA,RSW,"Fort Myers, FL",EWR,"Newark, NJ",5
2276,NK,MCO,"Orlando, FL",IAH,"Houston, TX",4
2277,AA,DTW,"Detroit, MI",PHX,"Phoenix, AZ",7
2278,OH,CLT,"Charlotte, NC",TYS,"Knoxville, TN",1
2282,QX,PDX,"Portland, OR",OAK,"Oakland, CA",3
2286,AA,JFK,"New York, NY",DFW,"Dallas/Fort Worth, TX",6
2293,WN,BNA,"Nashville, TN",BOS,"Boston, MA",4
2294,AS,JFK,"New York, NY",SFO,"San Francisco, CA",11
2297,WN,SJC,"San Jose, CA",PHX,"Phoenix, AZ",3
2303,NK,SJU,"San Juan, PR",MCO,"Orlando, FL",5
2304,AS,PDX,"Portland, OR",SEA,"Seattle, WA",1
2306,DL,MCO,"Orlando, FL",BOS,"Boston, MA",5
2307,B6,EWR,"Newark, NJ",BOS,"Boston, MA",1
2308,MQ,MEM,"Memphis, TN",DFW,"Dallas/Fort Worth, TX",2
2309,AA,MIA,"Miami, FL",DCA,"Washington, DC",4
2313,AS,BOS,"Boston, MA",SEA,"Seattle, WA",10
2316,AA,MIA,"Miami, FL",RDU,"Raleigh/Durham, NC",3
2317,DL,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",7
2320,AA,LGA,"New York, NY",DFW,"Dallas/Fort Worth, TX",6
2324,PT,GSO,"Greensboro/High Point, NC",CLT,"Charlotte, NC",1
2325,9E,PIT,"Pittsburgh, PA",LGA,"New York, NY",2
2329,NK,PHX,"Phoenix, AZ",ORD,"Chicago, IL",6
2331,F9,MCO,"Orlando, FL",MIA,"Miami, FL",1
2332,AA,BWI,"Baltimore, MD",MIA,"Miami, FL",4
2334,YV,ORD,"Chicago, IL",GRR,"Grand Rapids, MI",1
2340,YX,BOS,"Boston, MA",DCA,"Washington, DC",2
2341,MQ,IND,"Indianapolis, IN",ORD,"Chicago, IL",1
2344,UA,SFO,"San Francisco, CA",SNA,"Santa Ana, CA",2
2349,NK,LAS,"Las Vegas, NV",ATL,"Atlanta, GA",7
2350,DL,PHX,"Phoenix, AZ",JFK,"New York, NY",9
2351,OO,PDX,"Portland, OR",SEA,"Seattle, WA",1
2357,AA,CLT,"Charlotte, NC",JAX,"Jacksonville, FL",2
2358,UA,FLL,"Fort Lauderdale, FL",ORD,"Chicago, IL",5
2359,B6,DCA,"Washington, DC",MCO,"Orlando, FL",4
2360,OO,SLC,"Salt Lake City, UT",OAK,"Oakland, CA",3
2361,NK,LGA,"New York, NY",MIA,"Miami, FL",5
2362,UA,MIA,"Miami, FL",IAH,"Houston, TX",4
2365,B6,CLT,"Charlotte, NC",BOS,"Boston, MA",3
2366,NK,LAS,"Las Vegas, NV",ORD,"Chicago, IL",7
2369,DL,MSP,"Minneapolis, MN",PHX,"Phoenix, AZ",6
2371,MQ,RDU,"Raleigh/Durham, NC",ORD,"Chicago, IL",3
2377,DL,DEN,"Denver, CO",ATL,"Atlanta, GA",5
2378,WN,MSY,"New Orleans, LA",DAL,"Dallas, TX",2
2382,B6,SFO,"San Francisco, CA",EWR,"Newark, NJ",11
2383,NK,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1
2384,UA,MCO,"Orlando, FL",ORD,"Chicago, IL",5
2386,AA,LAX,"Los Angeles, CA",OGG,"Kahului, HI",10
2388,NK,ATL,"Atlanta, GA",ORD,"Chicago, IL",3
2390,YV,IAH,"Houston, TX",CLT,"Charlotte, NC",4
2391,AA,DFW,"Dallas/Fort Worth, TX",MCI,"Kansas City, MO",2
2394,F9,ORD,"Chicago, IL",LAS,"Las Vegas, NV",7
2395,OO,SLC,"Salt Lake City, UT",PHX,"Phoenix, AZ",3
2398,YX,LGA,"New York, NY",MCI,"Kansas City, MO",5
2399,AS,LAX,"Los Angeles, CA",PDX,"Portland, OR",4
2402,AS,SFO,"San Francisco, CA",EWR,"Newark, NJ",11
2404,AA,ORD,"Chicago, IL",TPA,"Tampa, FL",5
2405,YV,ATL,"Atlanta, GA",IAH,"Houston, TX",3
2414,DL,ATL,"Atlanta, GA",GSO,"Greensboro/High Point, NC",2
2419,AA,PHX,"Phoenix, AZ",ATL,"Atlanta, GA",7
2421,WN,SAT,"San Antonio, TX",ATL,"Atlanta, GA",4
2423,B6,BOS,"Boston, MA",LAX,"Los Angeles, CA",11
2425,NK,BOS,"Boston, MA",MIA,"Miami, FL",6
2426,OO,DEN,"Denver, CO",MKE,"Milwaukee, WI",4
2431,NK,DFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL",5
2434,DL,TPA,"Tampa, FL",BOS,"Boston, MA",5
2436,WN,MIA,"Miami, FL",AUS,"Austin, TX",5
2438,NK,BWI,"Baltimore, MD",MIA,"Miami, FL",4
2444,YX,CMH,"Columbus, OH",ORD,"Chicago, IL",2
2447,PT,CAE,"Columbia, SC",CLT,"Charlotte, NC",1
2449,AA,PHL,"Philadelphia, PA",PHX,"Phoenix, AZ",9
2452,AA,RIC,"Richmond, VA",CLT,"Charlotte, NC",2
2462,AA,IAH,"Houston, TX",CLT,"Charlotte, NC",4
2465,WN,ATL,"Atlanta, GA",PNS,"Pensacola, FL",2
2468,YX,DCA,"Washington, DC",BNA,"Nashville, TN",3
2469,QX,GEG,"Spokane, WA",SEA,"Seattle, WA",1
2472,WN,DEN,"Denver, CO",STL,"St. Louis, MO",4
2473,B6,JFK,"New York, NY",ORD,"Chicago, IL",3
2474,DL,SLC,"Salt Lake City, UT",LAS,"Las Vegas, NV",2
2476,OO,LAX,"Los Angeles, CA",SLC,"Salt Lake City, UT",3
2478,UA,ORD,"Chicago, IL",SNA,"Santa Ana, CA",7
2485,MQ,ORD,"Chicago, IL",MCI,"Kansas City, MO",2
2486,DL,ATL,"Atlanta, GA",BWI,"Baltimore, MD",3
2489,G7,IND,"Indianapolis, IN",ORD,"Chicago, IL",1
2496,AA,TPA,"Tampa, FL",PHL,"Philadelphia, PA",4
2497,F9,MIA,"Miami, FL",LGA,"New York, NY",5
2501,DL,MIA,"Miami, FL",JFK,"New York, NY",5
2506,F9,MCO,"Orlando, FL",EWR,"Newark, NJ",4
2510,MQ,AUS,"Austin, TX",BNA,"Nashville, TN",4
2512,YX,BOS,"Boston, MA",PHL,"Philadelphia, PA",2
2513,WN,DEN,"Denver, CO",DTW,"Detroit, MI",5
2517,OO,DEN,"Denver, CO",ABQ,"Albuquerque, NM",2
2522,UA,TPA,"Tampa, FL",DEN,"Denver, CO",7
2528,DL,SAN,"San Diego, CA",SEA,"Seattle, WA",5
2529,OO,SDF,"Louisville, KY",ORD,"Chicago, IL",2
2542,NK,TPA,"Tampa, FL",DTW,"Detroit, MI",4
2543,AS,BOI,"Boise, ID",SEA,"Seattle, WA",2
2546,AA,SEA,"Seattle, WA",ORD,"Chicago, IL",7
2549,AA,CHS,"Charleston, SC",CLT,"Charlotte, NC",1
2553,NK,CLT,"Charlotte, NC",MCO,"Orlando, FL",2
2556,F9,SAN,"San Diego, CA",DEN,"Denver, CO",4
2557,DL,DCA,"Washington, DC",ATL,"Atlanta, GA",3
2559,WN,LGA,"New York, NY",TPA,"Tampa, FL",5
2560,DL,ATL,"Atlanta, GA",LIT,"Little Rock, AR",2
2574,AA,FLL,"Fort Lauderdale, FL",DFW,"Dallas/Fort Worth, TX",5
2575,DL,SFO,"San Francisco, CA",SEA,"Seattle, WA",3
2576,WN,AUS,"Austin, TX",DAL,"Dallas, TX",1
2577,NK,SMF,"Sacramento, CA",SNA,"Santa Ana, CA",2
2579,OO,ORD,"Chicago, IL",LGA,"New York, NY",3
2593,AA,IAH,"Houston, TX",DFW,"Dallas/Fort Worth, TX",1
2596,UA,SLC,"Salt Lake City, UT",IAH,"Houston, TX",5
2600,MQ,ORD,"Chicago, IL",OMA,"Omaha, NE",2
2603,ZW,ORD,"Chicago, IL",IND,"Indianapolis, IN",1
2604,ZW,SDF,"Louisville, KY",ORD,"Chicago, IL",2
2608,NK,FLL,"Fort Lauderdale, FL",DFW,"Dallas/Fort Worth, TX",5
2609,WN,MSY,"New Orleans, LA",IAH,"Houston, TX",2
2611,UA,DEN,"Denver, CO",LAS,"Las Vegas, NV",3
2613,AA,LGA,"New York, NY",RDU,"Raleigh/Durham, NC",2
2615,AA,TPA,"Tampa, FL",CLT,"Charlotte, NC",3
2617,AA,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",11
2622,ZW,ORD,"Chicago, IL",HPN,"White Plains, NY",3
2623,OO,CLT,"Charlotte, NC",DEN,"Denver, CO",6
2626,WN,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1
2627,UA,PHL,"Philadelphia, PA",DEN,"Denver, CO",7
2636,AA,DFW,"Dallas/Fort Worth, TX",LAS,"Las Vegas, NV",5
2637,F9,SNA,"Santa Ana, CA",LAS,"Las Vegas, NV",1
2641,AS,DFW,"Dallas/Fort Worth, TX",SEA,"Seattle, WA",7
2646,WN,LAS,"Las Vegas, NV",SLC,"Salt Lake City, UT",2
2647,UA,EWR,"Newark, NJ",PHX,"Phoenix, AZ",9
2648,F9,MCO,"Orlando, FL",SJU,"San Juan, PR",5
2652,B6,PBI,"West Palm Beach/Palm Beach, FL",EWR,"Newark, NJ",5
2654,AA,SEA,"Seattle, WA",DFW,"Dallas/Fort Worth, TX",7
2655,B6,BOS,"Boston, MA",ATL,"Atlanta, GA",4
2657,WN,PBI,"West Palm Beach/Palm Beach, FL",ATL,"Atlanta, GA",3
2665,DL,CHA,"Chattanooga, TN",ATL,"Atlanta, GA",1
2666,NK,MIA,"Miami, FL",PHL,"Philadelphia, PA",5
2668,AA,CLT,"Charlotte, NC",JFK,"New York, NY",3
2670,NK,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",5
2672,OO,ORD,"Chicago, IL",CVG,"Cincinnati, OH",2
2675,ZW,BUF,"Buffalo, NY",ORD,"Chicago, IL",2
2687,DL,DAL,"Dallas, TX",ATL,"Atlanta, GA",3
2696,NK,SAN,"San Diego, CA",LAS,"Las Vegas, NV",2
2698,OO,LAX,"Los Angeles, CA",ABQ,"Albuquerque, NM",3
2700,UA,SJU,"San Juan, PR",EWR,"Newark, NJ",7
2706,WN,BNA,"Nashville, TN",LGA,"New York, NY",4
2711,AA,PHX,"Phoenix, AZ",EWR,"Newark, NJ",9
2718,AA,MIA,"Miami, FL",IAH,"Houston, TX",4
2720,YX,EWR,"Newark, NJ",RDU,"Raleigh/Durham, NC",2
2726,UA,EWR,"Newark, NJ",IAD,"Washington, DC",1
2727,UA,LAS,"Las Vegas, NV",ORD,"Chicago, IL",7
2734,AA,DTW,"Detroit, MI",CLT,"Charlotte, NC",3
2736,YV,ORD,"Chicago, IL",CLT,"Charlotte, NC",3
2741,DL,LGA,"New York, NY",DTW,"Detroit, MI",3
2742,AA,ORD,"Chicago, IL",DFW,"Dallas/Fort Worth, TX",4
2743,NK,MIA,"Miami, FL",DEN,"Denver, CO",7
2752,AS,PHX,"Phoenix, AZ",SEA,"Seattle, WA",5
2754,9E,JFK,"New York, NY",RDU,"Raleigh/Durham, NC",2
2756,AS,SEA,"Seattle, WA",SNA,"Santa Ana, CA",4
2759,DL,ATL,"Atlanta, GA",ORF,"Norfolk, VA",3
2760,DL,LAX,"Los Angeles, CA",ATL,"Atlanta, GA",8
2761,UA,LAX,"Los Angeles, CA",LAS,"Las Vegas, NV",1
2769,AA,DFW,"Dallas/Fort Worth, TX",ORD,"Chicago, IL",4
2771,OO,SFO,"San Francisco, CA",BUR,"Burbank, CA",2
2773,AA,OGG,"Kahului, HI",LAX,"Los Angeles, CA",10
2776,AS,SFO,"San Francisco, CA",LAS,"Las Vegas, NV",2
2781,DL,ATL,"Atlanta, GA",RSW,"Fort Myers, FL",3
2783,AS,SEA,"Seattle, WA",HNL,"Honolulu, HI",11
2784,B6,EWR,"Newark, NJ",TPA,"Tampa, FL",4
2786,YX,PHL,"Philadelphia, PA",ATL,"Atlanta, GA",3
2788,OO,SEA,"Seattle, WA",EUG,"Eugene, OR",1
2798,NK,DEN,"Denver, CO",DTW,"Detroit, MI",5
2802,PT,CLT,"Charlotte, NC",CHO,"Charlottesville, VA",1
2807,DL,DTW,"Detroit, MI",DFW,"Dallas/Fort Worth, TX",4
2811,DL,SFO,"San Francisco, CA",JFK,"New York, NY",11
2813,YX,LGA,"New York, NY",RIC,"Richmond, VA",2
2820,YX,JFK,"New York, NY",JAX,"Jacksonville, FL",4
2823,UA,AUS,"Austin, TX",DEN,"Denver, CO",4
2827,AA,DFW,"Dallas/Fort Worth, TX",SFO,"San Francisco, CA",6
2832,NK,DFW,"Dallas/Fort Worth, TX",LGA,"New York, NY",6
2833,NK,SJU,"San Juan, PR",FLL,"Fort Lauderdale, FL",5
2834,NK,MSP,"Minneapolis, MN",LAX,"Los Angeles, CA",7
2835,F9,EWR,"Newark, NJ",MCO,"Orlando, FL",4
2836,AA,ORD,"Chicago, IL",DCA,"Washington, DC",3
2837,YX,ATL,"Atlanta, GA",LGA,"New York, NY",4
2838,F9,BWI,"Baltimore, MD",ATL,"Atlanta, GA",3
2840,B6,EWR,"Newark, NJ",LAS,"Las Vegas, NV",9
2847,UA,SAN,"San Diego, CA",SFO,"San Francisco, CA",2
2848,DL,SEA,"Seattle, WA",LAS,"Las Vegas, NV",4
2849,9E,ORD,"Chicago, IL",JFK,"New York, NY",3
2852,9E,CLT,"Charlotte, NC",JFK,"New York, NY",3
2854,OO,EUG,"Eugene, OR",SEA,"Seattle, WA",1
